STATION,NAME,LONGITUDE,LATITUDE
01002700102,Old Women River,-84.89417298665,47.79061189265
01002900102,Michipicoten River,-84.80475173656,47.92257301777
01002900202,Magpie River,-84.79565711156,47.98124439282
01002900302,Wawa Creek,-84.81075673657,47.93784176778
01002900402,Wawa Creek,-84.76460773653,47.99108526783
01002900502,Magpie River,-84.82965798659,47.93929689278
01002900602,Magpie River,-84.79140598655,47.98822014283
01002900702,Magpie River,-84.62037898639,48.34928389317
01002900802,Magpie River,-84.80706998657,48.01470451785
01002900902,Magpie River,-84.53778998632,48.35872339317
01005700102,White River,-85.53685061225,48.69792314349
01005700202,Hayward Creek,-85.89292723758,48.65386801845
01006000102,Pic River,-86.28363098794,48.70728689350
01006000202,Black River,-86.21262361288,48.68790551848
01006000302,Black River,-85.87965298757,48.87757276866
01006000402,Black River,-85.74646348744,49.13228676889
01006000502,Fox Creek,-85.79576448749,49.13302714390
01006000602,Black River,-85.74193223744,49.14009126890
01006000702,Rudder Creek,-85.90612711259,49.11673926888
01010800102,Kaministiquia River,-89.28760749074,48.35863464317
01010800202,Kaministiquia River,-89.30564886576,48.34543876816
01010800302,Kaministiquia River,-89.30183911575,48.35241464317
01010800402,Kaministiquia River,-89.21905661568,48.39231914321
01010800502,Kaministiquia River,-89.24866736570,48.37105901819
01010900102,McKellar River,-89.23996924069,48.37708439319
01010900202,McKellar River,-89.21224286567,48.37734876819
01011000102,Mission River,-89.22809986568,48.35916001817
01011500102,Cloud River,-89.44608599089,48.08446176792
01011600102,Pine River,-89.53520499097,48.06773351790
01011700102,Pigeon River,-89.70833474113,48.01045026785
02000600102,Bar River,-84.08864586090,46.42512514137
02000700102,Echo River,-84.04526836086,46.50886401645
03001500102,Pottawatomi River,-80.95130623298,44.57459663965
03001500202,Pottawatomi River,-80.96008648298,44.57429938965
03001500302,Pottawatomi River,-80.94776760797,44.57549176465
03001600102,Sydenham River,-80.94423585797,44.56757676464
03001600202,Sydenham River,-80.94420185797,44.56367863964
03001600302,Sydenham River,-80.93089010796,44.52217813960
03001600402,Spey River,-80.90539448293,44.46831451455
03001700102,Telfer Creek,-80.87678860791,44.62545538970
03001700202,Telfer Creek,-80.87577098291,44.62385188970
03001800102,Keefer Creek,-80.83047648286,44.62463988970
03002000102,Waterton Creek,-80.78450685782,44.68145801475
03002700102,Orchard Creek,-80.61122860766,44.62377088970
03003000102,Bighead River,-80.58909573264,44.60730876468
03003000202,Bighead River,-80.64850398269,44.56987776465
03003600102,Beaver River,-80.44896523251,44.56411851464
03003600202,Beaver River,-80.45077698251,44.56281913964
03003600302,Beaver River,-80.53847385759,44.39353513948
03003600402,Beaver River,-80.53801060759,44.39176863948
03003600502,Boyne River,-80.54585835760,44.27958713938
03003600602,Beaver River,-80.37770335744,44.33798963943
03003600702,Beaver River,-80.36840023243,44.35390976444
03003600802,Beaver River,-80.36302360743,44.33594601443
03003600902,Beaver River,-80.54015148259,44.34604251444
03004000102,Mountain Stream West Branch,-80.38842635745,44.53578513961
03004100102,Mountain Stream East Branch,-80.38254485745,44.53611363961
03004700102,Silver Creek,-80.27705848235,44.51964863960
03004700202,Silver Creek,-80.27786173235,44.49892588958
03004900102,Black Ash Creek,-80.23580373231,44.50618688959
03004900202,Black Ash Creek West,-80.24235723232,44.49003926457
03004900302,Black Ash Creek East,-80.23834085731,44.49087763957
03005300102,Pretty River,-80.19772460727,44.50308626458
03005300202,Pretty River,-80.20905048228,44.46264151455
03005400102,Batteaux River,-80.16709085725,44.48831888957
03005400202,Batteaux River,-80.15935298224,44.40513138949
03005700102,Boyne River,-79.84437785694,44.16080363926
03005700202,Boyne River,-79.87918698198,44.15341413926
03005700302,Boyne River,-79.89683998199,44.15272176426
03005700402,Pine River,-79.89816623199,44.30234713940
03005700502,Pine River,-79.90078823200,44.30045438940
03005700602,Nottawasaga River,-80.01758710711,44.52349113960
03005700683,Nottawasaga River,-80.01758810711,44.52349151460
03005700702,Boyne River,-79.82948635693,44.16306063927
03005700902,Lamont Creek,-80.09668648218,44.42146551451
03005701002,Pine River,-79.88647448198,44.31854763941
03005701102,Boyne River,-80.18897985727,44.08509238919
03005701202,Boyne River,-80.17684448225,44.10734376422
03005701302,Beeton Creek,-79.78511323189,44.09518313920
03005701402,Beeton Creek,-79.77135998188,44.10783513922
03005701502,Boyne River Tributary,-79.91413348201,44.15282626426
03005701602,Boyne River,-80.19478610727,44.08027226419
03005701702,Nottawasaga River,-79.94018835703,44.04441438916
03005701802,Sheldon Creek,-79.95194673204,44.09200876420
03005701902,Boyne River,-80.00225273209,44.16426426427
03005702002,Pine River,-80.01085410710,44.19718938930
03005702102,Mad River,-80.00167985709,44.30520213940
03005702202,Mad River,-80.13527885722,44.32460826442
03005702302,Nottawasaga River,-79.89842710699,44.45196963954
03005702402,Beeton Creek,-79.81122698191,44.04108851415
03005702502,Nottawasaga River,-80.00712810710,44.47547451456
03007000102,Wye River,-79.84539798195,44.73597888980
03007000202,Wye River,-79.89530560699,44.61703213969
03007300102,Hog creek,-79.78531160689,44.73951151480
03007500102,Sturgeon River,-79.73292735684,44.73202576480
03007600102,Coldwater River,-79.64442573176,44.70952988978
03007600202,North river,-79.62593710674,44.75221488982
03007700102,Holland River,-79.50425248163,44.12649963923
03007700202,Holland River,-79.54583973167,44.11323613922
03007700302,Holland River,-79.45489648158,44.07975763919
03007700402,Drainage Canal,-79.60492285672,44.02686688914
03007700502,Drainage Canal,-79.58362735670,44.03899051415
03007700602,Holland River,-79.45936260659,44.04005851415
03007700702,Aurora Creek,-79.47285473160,44.02220026414
03007700802,Black River,-79.34614110648,44.32230801442
03007700902,Uxbridge Brook,-79.12088823127,44.11546213922
03007701002,Beaverton River,-79.16439998131,44.43220001452
03007701102,Beaverton River,-79.05513573121,44.35208263944
03007701202,Canal Lake Outlet,-79.07499873123,44.53386888961
03007701302,Severn River,-79.72022748183,44.80375138986
03007701402,Uxbridge Brook,-79.12261035627,44.12138426423
03007701502,Holland River,-79.56377085668,44.07303213918
03007701602,Holland River,-79.62021098174,44.02773838914
03007701702,Drainage Canal,-79.61897523173,44.04822326416
03007701802,Maskinonge Jersey River,-79.46483935659,44.22792026433
03007701902,Black River,-79.34414235648,44.26086388936
03007702002,Black River,-79.32152060646,44.20779526431
03007702102,Mount Albert Creek,-79.32748085646,44.16663038927
03007702202,Lake Simcoe Outlet,-79.36952260650,44.60381413968
03007702302,Severn River,-79.33492948147,44.77648738984
03007702402,Bogart Creek,-79.37760785651,44.03936101415
03007702502,Beaverton River,-79.15995773131,44.43113713952
03007702602,Lake Couchiching Outlet,-79.32441873146,44.74656113981
03007702702,Pefferlaw Brook,-79.21773998136,44.33041001442
03007702802,Lovers Creek,-79.65129523176,44.37225238946
03007702902,Holland River,-79.67910198179,44.01385738913
03007703002,Holland River,-79.51693898164,44.18176938928
03007703102,Black River,-79.28147210642,44.71405451478
03007703202,Uxbridge Brook,-79.09789285625,44.09525676420
03007703302,Maskinonge Jersey River,-79.43670910656,44.18702951429
03007703402,Maskinonge River,-79.42133710655,44.22387363932
03008500102,Musquash River,-79.77733585688,45.02209389007
03008500202,Rosseau Lake Outlet,-79.57728510670,45.12005476516
03008500302,Muskoka Lake Outlet,-79.61451798173,45.01248614006
03008500402,Muskoka River South,-79.30209860644,45.00237889005
03008500502,Muskoka River North,-79.29996810644,45.08829789013
03008500602,Mary Lake Outlet,-79.27508348141,45.21309439024
03008500702,Fairy Lake Outlet,-79.20404798135,45.30358426533
03008500802,Lake Vernon Outlet,-79.21491860636,45.32763339035
03008500902,Lake of Bays Outlet,-79.11164860626,45.15024139019
03008501002,Indian River,-79.57632210669,45.12016376516
03008501102,Indian River,-79.57624023169,45.11104526515
03008501202,Muskoka River North Branch,-79.31377135645,45.03352114008
03008501302,Muskoka River North Branch,-79.30788935645,45.03922001508
03008501401,Lake of Bays,-78.89205835606,45.24607701528
03008501502,Muskoka River North,-79.30909573145,45.04207239009
03008501601,Lake Muskoka,-79.61295135673,45.03330176508
03008501701,Lake Muskoka,-79.40255135653,45.04718601509
03008501802,Medora Creek,-79.63052673175,45.05165501509
03008501901,Lake Muskoka,-79.39784323153,44.92719676498
03008502001,Lake Muskoka,-79.41298148154,44.96904601502
03008502102,Pigeon Creek,-79.43669073156,44.94991426500
03008502202,Hawk Rock River,-79.35662698149,44.93253101498
03008502301,Lake Rosseau,-79.59997623172,45.14830176518
03008502401,Lake Rosseau,-79.56364760668,45.22154989025
03008502502,Dee River,-79.52366348165,45.17916776521
03008502602,Skeleton Creek,-79.53150810665,45.21994564025
03008502702,Wier Creek,-79.55872885668,45.22640964026
03008502802,Rosseau River,-79.58380298170,45.23898951527
03008502902,Shadow River,-79.67402198179,45.27235851530
03008503001,Lake Joseph,-79.74828998186,45.17851001521
03008503101,Lake Vernon,-79.27408185641,45.32811976535
03008503202,East River,-79.22242548137,45.37945939040
03008503301,Lake Joseph,-79.68366523179,45.19865351523
03008503402,East River,-79.25136810639,45.34628951537
03008503502,Muskoka River,-79.32868035646,45.02739164007
03008503602,Parrot Creek,-79.19654235634,45.33816339036
03009200102,Moon River,-79.78656885689,45.06348389011
03009600102,Oastler Lake Outlet,-79.98341423207,45.31621751534
03009600202,Boyne River,-79.95299948205,45.30295826533
03009600301,Otter Lake,-79.94799085704,45.29265576532
03009700102,McCurry Lake Outlet,-80.02898560712,45.33063851535
03009800102,Seguin River,-80.03129998212,45.34358776537
03009800202,Seguin River,-80.01756198211,45.39677976542
03009800302,Seguin River,-79.94745398204,45.39916314042
03009800402,Seguin River,-79.95494473205,45.39921139042
03009800502,Seguin River,-80.00042735709,45.40038489042
03011500102,Shawanaga River,-80.28442248235,45.54972876556
03012000102,Naiscoot River,-80.48239710754,45.67238639067
03012400102,Magnetawan River,-79.41108585654,45.62052314062
03012400202,Magnetawan River,-79.39699085653,45.62339339063
03012400302,Magnetawan River,-80.49732198255,45.77458201577
03012400402,Bernard Creek,-79.42659960656,45.71065851571
03012400502,Bernard Creek,-79.45176548158,45.60746726561
03012400602,Magnetawan River,-79.16496073131,45.63924226564
03012800102,Key River,-80.56585273262,45.89303651588
03013000102,Pickerel River,-80.56646735762,45.99696576597
03013300102,French River,-80.58313023263,46.01840701599
03013300202,Veuve River,-80.06021635715,46.35006639130
03013300302,Sturgeon River,-79.97226323206,46.32454064128
03013300402,Sturgeon River,-79.93497473203,46.36995001632
03013300802,French River,-80.57953823263,46.04615201602
03013300901,Callander Bay,-79.37122785650,46.22042351618
03013301001,Lake Nipissing,-79.46609673159,46.29895914126
03013301101,Lake Nipissing,-79.47142998160,46.31037001627
03013301202,Duchesnay Creek,-79.51103998163,46.33411376629
03013301302,Duchesnay Creek,-79.50328060663,46.32851626628
03013301402,La Vase River,-79.38272798151,46.27194476623
03013301502,La Vase River,-79.40318148153,46.25808139122
03013301601,Lake Temagami,-79.79251223190,47.06181039197
03013301702,Sturgeon River,-79.90061923200,46.46277401641
14001907502,Westner Lake,-82.62628498454,46.38288326633
14002800102,Spanish River,-81.87393035883,46.26459514122
14002800202,Spanish River,-81.67462473365,46.30137626626
14002800302,Junction Creek,-81.09777460811,46.42733326638
14002800402,Junction Creek,-81.03802998306,46.45941001641
14002800502,Copper Cliff Creek,-81.03720785806,46.46812276641
01006000802,Fox Creek,-85.79464936249,49.14382089391
01006000902,Little Black River,-85.95718786264,48.69176301848
01006001002,Cedar Creek,-85.88027798757,48.69648964349
01006001102,Wabikoba Creek,-85.79498886249,48.71623751851
01006001202,Cedar Creek,-85.91043711259,48.70750326850
01006700102,Little Pic River,-86.63115648827,48.80128339359
01006800102,Dead Horse Creek,-86.68670523832,48.81778376860
01007000102,Prairie River,-86.77634236340,48.80370889359
01007300102,Steel River,-86.88433036350,48.77657614356
01007400102,Kimberley Clark Effluent Canal,-87.07251461368,48.83211914362
01007400202,Blackbird Creek,-87.03504036364,48.84848151863
01007500102,Aguasabon River,-87.11491136372,48.78578489357
01007500202,Aguasabon Diversion,-87.15848773876,48.78548751857
01007800102,Whitesand River,-87.36910048895,48.97815151875
01007800202,Whitesand River,-87.38056361396,48.97537601875
01007800302,Whitesand River,-87.41107823899,48.83563314362
01008000102,Pays Plat River,-87.55919136413,48.88223526866
01008100102,Gravel River,-87.76869261432,48.92026514370
01008600102,Jackpine River,-87.99794561454,48.97615776875
01008800102,Jackfish River,-88.07728111461,49.00816414378
01009000102,Nipigon River,-88.34866411486,49.15070614391
01009000202,Nipigon River,-88.25048048977,49.01958776879
01009200102,Black Sturgeon River,-88.37817173989,48.90408101868
01009400102,Wolf River,-88.53279599004,48.82115739361
01009500102,Coldwater Creek,-88.53941749004,48.80400751859
01010000102,Pearl River,-88.63895961514,48.64930914345
01010300102,Mackenzie Creek,-88.94199449042,48.53440426834
01010400102,Current River,-89.18687661565,48.45461426826
01010400202,Current River,-89.18801899065,48.48247951829
01010500102,McVicar Creek,-89.21410974067,48.43965451825
01010600102,McIntyre River,-89.23059224069,48.40912339322
01010600202,McIntyre River,-89.24543749070,48.39965814321
01010700102,Neebing River,-89.22383674068,48.39936051821
01010700202,Neebing River,-89.35788386580,48.38122751820
01010700302,Neeb-McIntyre River,-89.22339286568,48.39935076821
04001302002,Thames River,-82.21010023415,42.39391576262
04001302102,Thames River,-81.29856598330,42.96271626315
04001302202,Thames River,-81.29813235830,42.96238538815
04001302402,Thames River,-81.29836410830,42.96256213815
04001302502,Avon River,-81.01866973304,43.36605826352
04001302602,Tilbury Creek,-82.44746898437,42.27599413751
04001302702,North Thames River,-81.19470748320,43.04192388822
04001302802,Thames River,-81.39032135838,42.96371301315
04001302902,Dingman Creek,-81.31366035831,42.91414551310
04001303002,Newbiggen Creek,-81.68362898366,42.73701038794
04001303102,Lock Drain,-82.08100760903,42.35233063758
04001303202,Thames River,-81.69612285867,42.67340263788
04001303302,Big Creek,-82.51680573443,42.19263913743
04001303402,Nissouri Creek,-80.96284073299,43.13012626331
04001303602,Oxbow Creek,-81.36292548336,43.07067201325
04001303702,Dingman Creek,-81.20727198321,42.91139513810
04001303802,Thames River,-80.76696535780,43.14481876332
04001303902,Thames River,-80.87681323291,43.04537076323
04001304002,North Branch Creek,-80.90490398293,43.16245088834
04001304102,Middle Thames River,-80.99848748302,43.03141938821
04001304202,South Thames River,-80.92690923295,43.01864126320
04001304302,North Thames River,-81.20750873321,43.20836501338
04001304402,North Thames River,-81.20725048321,43.45058551360
04001304502,North Thames River,-81.17016260818,43.23914338841
04001304602,Tilbury Creek,-82.44951898437,42.26356176250
04001304702,Thames River,-81.42151298341,42.93474951312
04001304802,Thames River,-82.23067685917,42.38817388761
04001304902,McGregor Creek,-81.98409835894,42.44423213767
08010700102,Penetangore River,-81.63801148362,44.17675776428
08010700202,Penetangore River,-81.63798635862,44.17339363928
08010700302,Penetangore River,-81.63354635861,44.16743576427
08010700402,Penetangore River,-81.63104448361,44.17271176428
08011300102,Little Sauble River North,-81.57861135856,44.29793213939
08012300102,Saugeen River,-81.36567460836,44.49958376458
08012300183,Saugeen River,-81.36567610836,44.49958301458
08012300202,Saugeen River,-81.15385598316,44.13468013924
08012300302,Saugeen River,-81.03917298306,44.15136451426
08012300402,Teeswater River,-81.30512548331,43.99945038911
08012300502,Saugeen River,-80.83741110787,44.18038551428
08012300602,Rocky Saugeen River,-80.66486498271,44.30425051440
08012300702,Saugeen River,-81.27966698328,44.31844338941
08012300802,Teeswater River,-81.26909035827,44.26808513936
08012300902,North Saugeen River,-81.12116148313,44.29604513939
08012301002,Otter Creek,-81.12723910814,44.06062051417
08012301102,Beatty Saugeen River,-81.00089623302,44.13717888924
08012302602,Camp Creek,-80.92946385796,44.16095688927
08012302702,Camp Creek,-80.93323460796,44.16908588927
08012302802,South Saugeen River,-80.51158148257,44.08647926420
08012302902,Saugeen River,-80.85654148289,44.19251376429
08012303082,Saugeen River,-81.32606373332,44.45610426454
08012303102,North Saugeen River,-81.24590923325,44.31835551441
08012303202,Saugeen River,-81.11495235813,44.12057876423
08012303302,Saugeen River,-80.81883748285,44.17752751428
08012303402,Saugeen River,-80.82180773285,44.16987338927
08012303502,Mill Creek,-81.42649098342,44.34680251444
08012303602,South Saugeen River,-80.98861610801,44.07970638919
08012303702,Black Creek,-80.74410510778,44.28348301438
08012303802,Saugeen River,-81.19481435820,44.20518313931
08012303902,Teeswater River,-81.28127535828,44.30049701440
08012304102,Saugeen River,-81.32608735832,44.45610976454
08012304202,Pearl Creek,-81.17078298318,44.24468538934
08012304302,Saugeen River,-81.31408860831,44.36603676446
08012304402,Teeswater River,-81.28636710829,44.15257388926
08012304502,Pearl Creek,-81.14600435816,44.22931501433
08012304602,South Saugeen River,-81.02881823305,44.13383963924
08012304702,South Saugeen River,-80.51158148257,44.08647926420
08012304802,South Saugeen River,-80.58140573263,44.03542626415
08012304902,Saugeen River,-80.77090435781,43.95592688907
08013500102,Sauble River,-81.27925773328,44.66147851473
08013500202,Sauble River,-81.16579460818,44.47912676456
08013500302,Sauble River,-81.25546135826,44.67718051475
08013500402,Albemarle Brook,-81.21918635823,44.83417513989
08014300102,Stokes River,-81.36527623336,45.00266564005
08014300202,Stokes River,-81.33586773333,45.03670989008
08014400102,Spring Creek,-81.45415448344,45.02709264007
08015800102,Blue Jay Creek,-81.98646210894,45.65156489065
08015800202,Blue Jay Creek,-81.98723285894,45.66543714067
09000100102,Redhill Creek,-79.77285973188,43.26281488843
09000100202,Redhill Creek,-79.80297385691,43.21861163839
09000100302,Redhill Creek,-79.77345923188,43.24092838841
09000100402,Redhill Creek,-79.82013348192,43.20034451337
09000800102,Spencer Creek,-79.92837210702,43.26752438843
09000800202,Desjardins Canal,-79.92575285702,43.27221901344
09000800302,Spencer Creek West,-80.00622648210,43.27656026344
09000800402,Spencer Creek,-80.13126110721,43.38239251354
09000900102,Grindstone Creek,-79.88387298198,43.29254101346
09000900202,Grindstone Creek,-79.88780723199,43.33106313849
09000900502,Grindstone Creek Tributary,-79.88753473198,43.33661251350
09000901702,Hickory Brook,-79.89933585700,43.28356413845
09000701802,Falcon Creek,-79.82977998193,43.30819426347
09000701902,Falcon Creek,-79.83659010694,43.31510713848
09000702102,Indian Creek,-79.81620173192,43.31912101348
14002800602,Vermilion River,-81.28774798329,46.52530626647
14002800702,Whitson River,-81.21359260822,46.56682726651
14002800802,Whitson River,-81.19916935821,46.58313239152
14002800902,Vermilion River,-80.92702785795,46.70486126663
14002801002,Vermilion River,-80.95038985797,46.71528651664
14002801102,Roberts River,-81.01754410804,46.84184164176
14002801202,Onaping River,-81.38126998338,46.60479001654
14002801302,Onaping River,-81.40021035839,46.64375089158
14002801402,Moose Creek,-81.37269710837,46.64777451658
14002801502,Moose Creek,-81.35004735835,46.64495851658
14002801602,Junction Creek,-80.93568160796,46.52214114146
14002801702,Junction Creek,-80.90202360793,46.54517951649
14002801802,Moose Creek,-81.39227973339,46.63536001657
14002801902,Gough Creek,-81.90346698386,46.26508039122
18337010002,Carp River,-76.05503060342,45.35143826537
18337010102,Carp River,-76.05503060342,45.35143726537
18337012002,Carp River,-76.01458885338,45.34016389036
18337012102,Carp River,-76.19845110355,45.41750901544
18343003002,Mississippi River,-76.25246835360,45.42325001544
18343003402,Mississippi River,-76.28698885363,45.33561551536
18343003602,Mississippi River,-76.28903360363,45.32616851535
18343004002,Mississippi River,-76.19830972855,45.22571901526
18343005002,Mississippi River,-76.19369397854,45.22684051526
18343006002,Mississippi River,-76.12714985348,45.14877576519
18343006102,Mississippi River,-76.12533810348,45.18142301522
18343007002,Mississippi River,-76.15009472850,45.13567814017
18343010001,Mississippi Lake,-76.17692335353,45.11129739015
18343015002,Mississippi River,-76.25061347860,45.05245326510
18343017502,Mississippi River,-76.53897847887,44.97242914002
18343018502,Mississippi River,-76.68741647900,44.94053288999
18343019502,Mississippi River,-76.77252685408,44.93843126499
18343021002,Mississippi River,-76.95896160426,44.89225026495
18343023002,Mississippi River,-77.16923322945,44.85020113991
18343023402,Mississippi River,-77.24135135452,44.96141576501
03013301802,Sturgeon River,-79.95617085705,46.34924714130
03013301902,Chippewa Creek,-79.46142335659,46.30044376626
03013302002,Genesee Creek,-79.35671285649,46.08245126605
03013302102,Duchesnay Creek,-79.46621060659,46.41100514136
03013302202,Genesee Creek,-79.36942410650,46.08426226606
03013302302,South River,-79.37971423151,45.84866614084
03013302402,La Vase River,-79.42178548155,46.24331664120
03013302502,Chippewa Creek,-79.45044148158,46.34466026630
03013302602,Parks Creek,-79.44556110657,46.27650901624
03013302702,Tetapaga River,-79.89235348199,47.04202889195
03013302802,Sturgeon River,-79.93387273203,46.36559951632
03013302901,Sturgeon River,-79.79376223190,47.06101089197
03013303002,Wasi River,-79.36637385650,46.19659489116
03013303102,Lake Nipissing,-79.28140973142,46.16683664113
03013303202,Lake Nipissing,-79.27337510641,46.14902301612
03013303302,Lake Nipissing,-79.47399998160,46.31131001627
03013303402,Tetapaga River,-79.88649985698,47.05013451696
03013303502,Tetapaga River,-79.87574710697,47.05979026696
03013303602,La Vase River,-79.39519860653,46.26322239122
03013303702,La Vase River,-79.32237435646,46.27031326623
03013303802,La Vase River,-79.25224823139,46.27099551623
03013400102,Wanapitei River,-80.80042673284,46.39508051635
03013400202,Wanapitei River,-80.78274348282,46.48719214143
03013400302,Emery Creek,-80.74367510778,46.52989664147
03013400402,Wanapitei River,-80.67136973271,46.66516301660
03013400502,Coniston Creek,-80.84197348287,46.49397201644
03013400602,Coniston Creek,-80.82138323285,46.47502776642
03013400701,Lake Wanapitei,-80.76444298280,46.65707389159
03013400802,Wanapitei River,-80.70889773275,46.52165826646
03013400901,Lake Wanapitei,-80.76989235781,46.65458364159
03013401001,Lake Wanapitei,-80.76515185780,46.66886089160
03013401102,Lake Wanapitei,-80.76382035780,46.65277489159
03013401202,Coniston Creek,-80.83192985786,46.48545876643
03013401302,Romford Creek,-80.83921448287,46.48404189143
03013401402,Romford Creek,-80.84987648288,46.48451901643
03013401582,Wanapitei River,-80.92323548295,46.15912951613
03013401602,Coniston Creek,-80.80243235784,46.56281289150
03013401702,Alice Lake Inlet,-80.85719248289,46.46500426641
04000100102,Little River,-82.93043385982,42.33898638757
04000100202,Little River,-82.93043710982,42.33898651257
04000200102,Parent Drain,-82.89597010979,42.33271938756
04000300102,Manning Drain,-82.86842123476,42.32638588756
